what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1415253288524
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415253291797
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415253295335
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415253297040
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415253298593
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415253299980
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415253302658
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415253310711
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415253317427
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1415253322333
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1415253322583
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1415253322785
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1415253323144
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1415253323674
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.redo",1415253325860
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1415253326937
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1415253327701
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1415253329417
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1415253329978
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1415253331258
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415253336985
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415253340501
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1415253349772
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415253351251
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415253354761
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1415253396191
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1415253398611
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1415253400046
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1415253401965
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1415253402963
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415253405134
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415253457567
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415253472248
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415253480567
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1415253482626
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415253483718
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415253488928
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.renameResource",1415253488943
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.rename",1415253488943
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1415253491189
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1415253518454
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1415253521511
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1415253525847
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415253527236
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415254036691
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415254039125
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415254039234
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415254040591
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415254040981
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1415254056982
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415254059665
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415254069309
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1415254071957
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1415254079261
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1415254080619
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1415254081399
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1415254083255
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1415254083614
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415254085112
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415254090960
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1415254093690
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1415254095596
executed,command,org.eclipse.wst.sse.ui,1.3.2.v201201041522,"org.eclipse.wst.sse.ui.format.active.elements",1415254096298
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1415254097265
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1415254108394
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415254109481
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415254112363
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1415254115109
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1415254116263
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1415254117480
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415254156693
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415254162440
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1415254177141
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415254178548
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415254181098
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1415254214940
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1415254269328
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1415254275008
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1415254279848
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415254281210
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415254290553
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415254294799
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415254336419
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1415254346753
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415254348088
